Title,Genres,Rank,Popularity,Score,Episodes,Episode length,Release Date
Chara to Otamajakushi Shima,"Adventure,Fantasy",16291,16224,6.45,40,5 min. per ep.,Spring 2018
Charanpo Land no Bouken,"Adventure,Fantasy",16293,13720,6.45,1,Unknown,Spring 2018
Daihao 12348,"Adventure,Fantasy",16499,18983,6.45,52,15 min. per ep.,Spring 2018
"Dai-chan, Daisuki.","Drama,Slice of Life",16496,14848,6.45,1,1 hr. 20 min.,Spring 2018
Coral no Tanken,"Drama,Slice of Life",16449,15831,6.45,50,25 min. per ep.,Spring 1979
Dai Xiang De Gong Jian,"Drama,Slice of Life",16495,19251,6.45,1,29 min.,Spring 1979
Chaofan Chong Chong Dui,"Drama,Slice of Life",16287,18924,6.45,26,11 min. per ep.,Spring 1979
Chuck Shimezou,"Drama,Slice of Life",16398,14689,6.45,1,Unknown,Spring 1979
Dai 13-kai Indies Anime Festa OP,"Drama,Slice of Life",16493,17840,6.45,1,54 sec.,Spring 1979
Chikyuu SOS: Chikyuu ga Netsu wo Dashite Iru,"Drama,Slice of Life",16348,18547,6.45,1,20 min.,Spring 1979
Dahuoji Yu Gongzhu Qun,"Drama,Romance",16492,10555,6.45,13,14 min. per ep.,Spring 1979
Dahai Chengzhang Ji: Baowei Jiayuan,"Adventure,Sci-Fi",16489,19545,6.45,100,11 min. per ep.,Spring 1979
Dahong Ying,"Adventure,Sci-Fi",16490,19349,6.45,28,Unknown,Spring 1979
Da Zhentan Fuermosi: Tao Yu Da Zhuibu,"Adventure,Mystery",16485,18728,6.45,1,1 hr. 23 min.,Spring 1979
Dahua Sanguo,"Adventure,Mystery",16491,19546,6.45,36,2 min. per ep.,Spring 1979
Da Zhonghua Xunbao Ji,"Adventure,Mystery",16486,19543,6.45,52,9 min. per ep.,Spring 1979
Dai Meng Wai Xing Ren,"Adventure,Mystery",16494,19046,6.45,78,1 min. per ep.,Spring 1979
Deliver Police: Nishitokyo-shi Deliver Keisatsutai,"Adventure,Mystery",16549,15204,6.45,1,10 min.,Spring 1979
Deko Boko Friends,"Adventure,Mystery",16548,16037,6.45,61,1 min. per ep.,Spring 2002
Dekiru ka na,"Adventure,Mystery",16547,16137,6.45,10,3 min. per ep.,Spring 2002
Daifuku-kun@Kin Tele 2nd Season,"Adventure,Mystery",16498,16217,6.45,26,Unknown,Spring 2019
Deeper,"Adventure,Mystery",16546,16789,6.45,1,4 min.,Spring 2019
Da Zuiba Dudu,"Adventure,Mystery",16487,16226,6.45,52,11 min. per ep.,Spring 2019
Dokidoki Gakuen Kessen!! Youki Daimashiro,"Action,Fantasy",16598,14566,6.45,1,10 min.,Spring 2019
Daifuku-kun@Kin Tele,"Action,Fantasy",16497,16333,6.45,12,5 min. per ep.,Fall 2018
Dokgotak Dasi Chajeun Maundeu,"Action,Fantasy",16596,15879,6.45,1,1 hr. 10 min.,Fall 2018
Dokgotak: Taeyang-eul Hyanghae Deonjyeola,"Action,Fantasy",16597,16744,6.45,1,1 hr. 17 min.,Fall 2018
Deluxe Da yo! Kaishain,"Action,Fantasy",16550,16818,6.45,25,2 min. per ep.,Fall 2018
Dokachin,"Action,Fantasy",16595,15195,6.45,26,25 min. per ep.,Fall 1968
Dou Long Zhanshi 2: Xing Long Sheng Yu,"Action,Fantasy",16649,19582,6.45,60,22 min. per ep.,Fall 1968
Dou Hun Wei Zhi Xuan Yue Qiyuan IV,"Action,Fantasy",16647,17028,6.45,13,21 min. per ep.,Fall 1968
Dokkaebi Gamtu,"Action,Adventure,Fantasy",16600,15685,6.45,1,1 hr. 10 min.,Fall 1968
"Da, Da Ge Da Xigua","Action,Adventure,Fantasy",16488,19544,6.45,1,16 min.,Fall 1968
Dou Hun Wei Zhi Xuan Yue Qiyuan III,"Adventure,Fantasy",16646,16192,6.45,13,21 min. per ep.,Fall 1968
Effendi De Gushi,"Adventure,Fantasy",16700,19047,6.45,14,25 min. per ep.,Fall 1968
Edokko Boy: Gatten Tasuke,"Comedy,Sports",16699,13312,6.45,22,25 min. per ep.,Fall 1990
Dou Ding De Kuaile Riji,"Comedy,Sports",16644,19580,6.45,104,12 min. per ep.,Fall 1990
Dou Hun Wei Zhi Xuan Yue Qiyuan II,"Adventure,Fantasy",16645,15686,6.45,13,22 min. per ep.,Fall 1990
Dokkaebi Bangmang-I,"Adventure,Fantasy",16599,15802,6.45,1,1 hr.,Fall 1990
Eddie the Fast Break,"Adventure,Fantasy",16697,16105,6.45,7,5 min. per ep.,Fall 1990
Execute,"Adventure,Fantasy",16750,18046,6.45,1,10 sec.,Fall 1990
Eunhajeonseol Tera,"Action,Adventure,Sci-Fi",16747,14912,6.45,1,1 hr. 15 min.,Fall 1990
Dou Long Zhanshi 3: Long Yin Zhi Zhan,"Action,Adventure,Sci-Fi",16650,19583,6.45,60,22 min. per ep.,Fall 2015
Dou Long Zhanshi,"Action,Adventure,Sci-Fi",16648,19581,6.45,60,23 min. per ep.,Fall 2015
Eunhahamdae Jiguho,"Action,Adventure,Sci-Fi",16746,15856,6.45,1,1 hr. 20 min.,Fall 2015
Euroboys,"Action,Adventure,Sci-Fi",16748,19601,6.45,1,3 min.,Fall 2015
Eungkka Sonata,"Comedy,Fantasy",16745,18741,6.45,52,12 min. per ep.,Spring 2014
Eto wa Merry-Go-Round,"Comedy,Fantasy",16744,17657,6.45,1,2 min.,Spring 2014
Ero◆Lover,"Romance,Ecchi",16741,12961,6.45,30,1 min. per ep.,Spring 2014
Escalator-jou no Hokou no Kiken-sei,"Romance,Ecchi",16742,17546,6.45,1,15 sec.,Spring 2014
Eomma Chaja Sammanli,"Adventure,Drama",16738,17831,6.45,1,1 hr. 30 min.,Spring 2014
Esper Mami Special: My Angel Mami-chan,"Comedy,Supernatural",16743,14083,6.45,1,23 min.,Spring 2014
Ensemble Stars!!: Road to Show!!,"Comedy,Supernatural",16737,8399,6.45,1,1 hr. 12 min.,Spring 2014
Ensemble Stars! Picture Drama,"Comedy,Supernatural",16736,10936,6.45,12,2 min. per ep.,Spring 2014
Flying Messenger,"Comedy,Supernatural",16798,16792,6.45,1,3 min.,Spring 2014
Fojiao Donghua: Dashi Zhi Pusa Nianfo Yuantong Zhang,"Comedy,Supernatural",16799,16313,6.45,1,6 min.,Spring 2014
Fly with the Night,"Comedy,Supernatural",16797,19615,6.45,1,2 min.,Spring 2014
Eori Iyagi,"Comedy,Supernatural",16739,18819,6.45,78,7 min. per ep.,Spring 2014
Futari no Tarou,"Comedy,Supernatural",16850,17442,6.45,1,26 min.,Spring 2014
Eddy & Emmy no Initial Ring wa Futari de,"Comedy,Supernatural",16698,15999,6.45,1,10 min.,Spring 2014
Examurai Sengoku Recap,"Comedy,Supernatural",16749,14935,6.45,1,15 min.,Spring 2014
Fondant Step,"Comedy,Supernatural",16800,19616,6.45,1,4 min.,Spring 2014
Dohyou no Oni-tachi,"Drama,Sports",16594,15565,6.45,1,1 hr. 35 min.,Spring 2014
Fusuma 2,"Drama,Sports",16846,17741,6.45,1,1 min.,Spring 2014
Er Dan Toutai Ji,"Drama,Sports",16740,18301,6.45,2,14 min. per ep.,Summer 2015
Fushou Shita Senro to Tsuki,"Drama,Sports",16843,18182,6.45,1,15 min.,Summer 2015
Fushigiboshi no☆Futagohime: Marugoto DVD,"Drama,Sports",16841,15379,6.45,1,21 min.,Summer 2015
Fussa-shi PR Anime,"Drama,Sports",16845,13870,6.45,2,4 min. per ep.,Summer 2015
Fushigi no Kuni no Alice Specials,"Adventure,Fantasy",16839,16675,6.45,2,25 min. per ep.,Summer 2015
Fushigi no Yappo Shima: Pukipuki to Poi,"Adventure,Fantasy",16840,17370,6.45,25,5 min. per ep.,Winter 2012
Fushigi Naido,"Adventure,Fantasy",16838,17115,6.45,1,18 min.,Winter 2012
Fushouji no Mizen Boushi: Saihatsu Boushi Series,"Adventure,Fantasy",16844,18329,6.45,2,30 min. per ep.,Winter 2012
Ganbare! Lulu Lolo 3rd Season,"Adventure,Fantasy",16899,15505,6.45,10,5 min. per ep.,Winter 2016
Fusuma no Oku,"Adventure,Fantasy",16847,17084,6.45,1,4 min.,Winter 2016
Ganbare! Lulu Lolo 2nd Season,"Adventure,Fantasy",16898,15510,6.45,26,5 min. per ep.,Fall 2014
Ganbare! Kobo-chan Gyuunyuu,"Adventure,Fantasy",16896,18437,6.45,1,Unknown,Fall 2014
Ganbare! Lulu Lolo,"Adventure,Fantasy",16897,14346,6.45,26,5 min. per ep.,Winter 2013
Ganbare! Bokura no Hit and Run,"Adventure,Fantasy",16894,15044,6.45,1,1 hr. 10 min.,Winter 2013
Ganbare! Ko Zou no Koutsuu Anzen Patrol-tai,"Adventure,Fantasy",16895,18480,6.45,1,17 min.,Winter 2013
Fushigina Ano Ko wa Sutekina Kono Ko,"Adventure,Fantasy",16842,16820,6.45,154,1 min. per ep.,Spring 1994
Ganbare Gonbe,"Adventure,Fantasy",16892,15955,6.45,77,15 min. per ep.,Spring 1980
Ganbare Swimmy,"Adventure,Fantasy",16893,16566,6.45,1,26 min.,Spring 1980
Gan to Gon,"Adventure,Fantasy",16889,14315,6.45,260,5 min. per ep.,Spring 1974
Ganbare Goemon: Chikyuu Kyuushutsu Daisakusen,"Adventure,Fantasy",16890,14936,6.45,1,30 min.,Spring 1974
Gan Gan Ganko-chan 2nd Season,"Comedy,Sci-Fi",16888,16720,6.45,8,5 min. per ep.,Winter 2018
Gan Gan Ganko-chan,"Comedy,Sci-Fi",16887,14653,6.45,10,5 min. per ep.,Winter 2017
Futari no Oujisama,"Fantasy,Slice of Life",16849,14708,6.45,1,26 min.,Winter 2017
Game of Dice,"Fantasy,Slice of Life",16885,18411,6.45,1,3 min.,Winter 2017
Futago no Monchhichi,"Fantasy,Slice of Life",16848,15001,6.45,130,3 min. per ep.,Winter 1980
Gan Bu Da Maoxian,"Comedy,Fantasy",16886,19623,6.45,52,6 min. per ep.,Winter 1980
Ganbare! Memeko-chan,"Comedy,Slice of Life",16900,15796,6.45,1,7 min.,Winter 1980
Fushigi Dagashiya: Zenitendou Movie - Tsuri Taiyaki,"Comedy,Slice of Life",16837,13174,6.45,1,Unknown,Winter 1980
Gerotan,"Comedy,Slice of Life",16950,17410,6.45,6,1 min. per ep.,Winter 1980
Gakushuu Animation Nihon Koku Kenpou,"Comedy,Slice of Life",16882,18057,6.45,1,15 min.,Winter 1980
Geo Mecha: Captain Dino,"Action,Sci-Fi",16949,18634,6.45,26,10 min. per ep.,Summer 2017
Genki Genki Non-tan: Spoon Tan Tan Tan,"Action,Sci-Fi",16945,16900,6.45,1,30 min.,Summer 2017
Genki Genki Non-tan: Obake Mura Meiro,"Action,Sci-Fi",16944,17890,6.45,1,35 min.,Summer 2017
Genki Genki Non-tan (2006),"Action,Sci-Fi",16942,16373,6.45,10,6 min. per ep.,Fall 2006
Game Center Arashi,"Action,Sci-Fi",16884,12945,6.45,26,24 min. per ep.,Spring 1982
Genki Genki Non-tan: Deka Deka Arigatou,"Action,Sci-Fi",16943,17156,6.45,1,32 min.,Spring 1982
"Gomen ne, Mii-chan","Action,Sci-Fi",17000,17547,6.45,1,12 min.,Spring 1982
Genki Genki Non-tan: Utaou! Christmas,"Action,Sci-Fi",16946,16901,6.45,1,32 min.,Spring 1982
Ganbare Goemon: Jigen Jou no Akumu,"Action,Sci-Fi",16891,14776,6.45,1,28 min.,Spring 1982
Gamba to Kawauso no Bouken,"Action,Sci-Fi",16883,14362,6.45,1,1 hr. 15 min.,Spring 1982
Golden Douga Gekijou Specials,"Action,Sci-Fi",16996,19631,6.45,4,26 sec. per ep.,Spring 1982
Gold Pencil And Alien Boy,"Action,Sci-Fi",16995,15406,6.45,1,1 hr. 5 min.,Spring 1982
Genkichi Jiisan to Kogitsune,"Action,Sci-Fi",16947,17371,6.45,1,18 min.,Spring 1982
Gokudou Sakaba Denden: Gokudou Daisensou Gaiden,"Action,Sci-Fi",16992,16606,6.45,3,Unknown,Spring 1982
Gokuu no Daibouken Pilot,"Comedy,Fantasy",16993,14272,6.45,1,23 min.,Spring 1982
Gokyoudai Monogatari,"Comedy,Fantasy",16994,13646,6.45,32,19 min. per ep.,Fall 2009
Goi-sensei to Tarou,"Comedy,Fantasy",16990,16506,6.45,1,16 min.,Fall 2009
Golden★Kids,"Comedy,Fantasy",16997,14371,6.45,2,11 min. per ep.,Fall 2009
Gokiburi-chan,"Comedy,Fantasy",16991,17534,6.45,20,4 min. per ep.,Spring 2005
Gohan Kaijuu Pap,"Action,Comedy",16988,14610,6.45,Unknown,30 sec.,Spring 2011
Goesu Daejeonjaeng,"Action,Supernatural",16986,16822,6.45,1,1 hr. 6 min.,Spring 2011
Gogulyeoui Jeolm-eun Musadeul,"Action,Supernatural",16987,17832,6.45,7,27 min. per ep.,Spring 2011
Gohan Suki,"Action,Supernatural",16989,17116,6.45,10,3 min. per ep.,Spring 2011
Gomen ne Chitchi,"Action,Supernatural",16999,18412,6.45,1,11 min.,Spring 2011
GO-GO Tamagotchi!,"Comedy,Fantasy",16983,12955,6.45,50,24 min. per ep.,Spring 2014
Goman-hiki,"Comedy,Fantasy",16998,16219,6.45,100,3 min. per ep.,Spring 2014
Go! Go! Kadendanshi,"Comedy,Fantasy",16978,13888,6.45,78,1 min. per ep.,Spring 2014
Go! Go! Tokyo MER: Kinkyuujitai to Tatakau Nakama-tachi,"Comedy,Fantasy",16980,18756,6.45,20,2 min. per ep.,Spring 2014
Go-hiki no Kozaru-tachi,"Comedy,Fantasy",16984,15027,6.45,1,16 min.,Spring 2014
Go-chan.: Moko to Koori no Ue no Yakusoku,"Comedy,Fantasy",16982,17230,6.45,1,51 min.,Spring 2014
Go! Go! Veggie-tan,"Comedy,Fantasy",16981,17085,6.45,1,5 min.,Spring 2014
Go! Go! Kadendanshi 2nd Season,"Comedy,Fantasy",16979,15236,6.45,78,1 min. per ep.,Spring 2014
Gummies,"Comedy,Fantasy",17050,18104,6.45,1,10 sec.,Spring 2014
Gum Shaara,"Comedy,Fantasy",17049,17574,6.45,1,2 min.,Spring 2014
Go Go Smile Anime,"Comedy,Fantasy",16976,16821,6.45,6,1 min. per ep.,Spring 2014
Gui Tu Zai Pao,"Comedy,Fantasy",17046,19642,6.45,1,1 hr. 22 min.,Spring 2014
Guitar,"Comedy,Fantasy",17047,16678,6.45,1,4 min.,Spring 2014
Gui Hou Fen Shu,"Comedy,Fantasy",17044,19107,6.45,1,9 min.,Spring 2014
Gui Bao: Baoxiao Chuang Yuzhou,"Comedy,Sci-Fi",17043,18464,6.45,1,1 hr. 34 min.,Spring 2014
Gudu De Xiao Zhu,"Comedy,Sci-Fi",17042,19158,6.45,1,9 min.,Spring 2014
Gudu De Lily,"Comedy,Sci-Fi",17041,19351,6.45,1,18 min.,Spring 2014
Gudetama: Muhоu Chitai de Jiyuu mo Fujiyuu,"Comedy,Slice of Life",17040,15632,6.45,Unknown,2 min.,Spring 2014
Guan Hai Ce Zhi Tie Qi Xiong Guan,"Action,Fantasy",17038,16000,6.45,16,20 min. per ep.,Spring 2014
Geo Mecha: Beast Guardian,"Action,Sci-Fi",16948,18633,6.45,26,11 min. per ep.,Winter 2017
Guai Tao Yu Nao Gua,"Action,Sci-Fi",17035,18927,6.45,26,5 min. per ep.,Winter 2017
Guan Hai Ce,"Action,Fantasy",17037,13215,6.45,16,21 min. per ep.,Winter 2017
Guai Laotou Er,"Action,Fantasy",17034,19639,6.45,4,19 min. per ep.,Winter 2017
Gulu Xiansheng,"Action,Fantasy",17048,19643,6.45,26,11 min. per ep.,Winter 2017
Gui Tu Da Zuozhan,"Adventure,Fantasy,Sports",17045,19641,6.45,1,1 hr. 22 min.,Winter 2017
Guandong Sanbao Ji,"Adventure,Fantasy,Sports",17039,19024,6.45,26,12 min. per ep.,Winter 2017
Hailuo Wan,"Adventure,Fantasy,Sports",17098,18881,6.45,130,12 min. per ep.,Winter 2017
Hairpin Double,"Action,Fantasy",17099,11232,6.45,1,10 min.,Winter 2017
Haishin Yuusha,"Comedy,Fantasy",17100,11692,6.45,12,2 min. per ep.,Winter 2017
Hao Gua Gua,"Comedy,Fantasy",17150,19352,6.45,1,10 min.,Winter 2017
Haidi Xiao Zongdui: Huoyan Zhi Huan,"Comedy,Fantasy",17094,18593,6.45,1,1 hr. 18 min.,Winter 2017
Haier Xiongdi Yuzhou Da Maoxian,"Comedy,Fantasy",17096,19661,6.45,54,5 min. per ep.,Winter 2017
"Hanshin Awaji Daishinsai ni Manabu: Boku wa, Ano Hi wo Wasurenai.","Comedy,Fantasy",17149,17701,6.45,1,24 min.,Winter 2017
Guai Zai,"Fantasy,Horror",17036,19640,6.45,1,3 min.,Winter 2017
Heart Cocktail Again,"Fantasy,Horror",17200,13923,6.45,1,41 min.,Winter 2017
Heart Chrome feat. Anon & Kanon,"Fantasy,Horror",17199,16932,6.45,1,4 min.,Winter 2017
Haiku Kuma Ana ni Iru,"Fantasy,Horror",17097,16442,6.45,1,4 min.,Winter 2017
Go Go Toraemon,"Comedy,Sports",16977,15688,6.45,1,30 min.,Winter 2017
He Nü'er De Richang 3rd Season,"Comedy,Slice of Life",17196,18742,6.45,18,3 min. per ep.,Winter 2017
Heart Challenger,"Comedy,Slice of Life",17198,19670,6.45,1,4 min.,Winter 2017
He Nü'er De Richang 2nd Season,"Comedy,Slice of Life",17194,18640,6.45,18,2 min. per ep.,Winter 2017
Goannai Shimasu Another World e,"Comedy,Slice of Life",16985,16677,6.45,1,16 min.,Winter 2017
He Nü'er De Richang,"Comedy,Slice of Life",17193,17981,6.45,18,2 min. per ep.,Winter 2017
He De Chuanshuo,"Comedy,Slice of Life",17192,19669,6.45,1,20 min.,Winter 2017
Hayashi-fusai,"Comedy,Slice of Life",17189,16650,6.45,1,3 min.,Winter 2017
He Nü'er De Richang 2nd Season Special,"Comedy,Slice of Life",17195,18917,6.45,1,2 min.,Winter 2017
Hayabusa: Back to the Earth - Kikan,"Comedy,Slice of Life",17188,14914,6.45,1,45 min.,Winter 2017
Hayou no Tsurugi: Shikkoku no Mashou,"Fantasy,Supernatural",17190,13653,6.45,2,30 min. per ep.,Winter 2017
Haier Xiongdi,"Fantasy,Supernatural",17095,19660,6.45,212,11 min. per ep.,Winter 2017
Hayabusa: Back to the Earth,"Fantasy,Supernatural",17187,15077,6.45,1,42 min.,Winter 2017
Hato no Oyome-san,"Fantasy,Supernatural",17182,14407,6.45,3,1 min. per ep.,Winter 2017
Hato yo: Hiroshima no Sora wo,"Fantasy,Supernatural",17184,16443,6.45,1,21 min.,Winter 2017
Hannyashingyou,"Fantasy,Supernatural",17148,17767,6.45,1,6 min.,Winter 2017
Hazedon,"Adventure,Comedy",17191,15828,6.45,26,25 min. per ep.,Fall 1972
Hato no Uta,"Adventure,Comedy",17183,17980,6.45,1,2 min.,Fall 1972
Heong-geuli Beseuteu 5,"Adventure,Comedy",17249,15797,6.45,1,1 hr. 30 min.,Fall 1972
Hero Beta,"Adventure,Comedy",17250,18544,6.45,1,31 sec.,Fall 1972
Hennako-chan,"Adventure,Comedy",17246,15511,6.45,6,3 min. per ep.,Fall 1972
Hawaiian Rock'n Roll,"Adventure,Comedy",17186,17278,6.45,1,3 min.,Fall 1972
Hensuki▽,"Comedy,Ecchi",17247,19672,6.45,12,1 min. per ep.,Summer 2019
Hawaiian Conu,"Comedy,Slice of Life",17185,16006,6.45,13,Unknown,Summer 2018
Hatara Kids Mai Ham Gumi,"Comedy,Slice of Life",17181,13506,6.45,50,25 min. per ep.,Fall 2007
Heart,"Comedy,Slice of Life",17197,18614,6.45,1,6 min.,Fall 2007
Hen Xi You,"Action,Fantasy,Supernatural",17243,11792,6.45,20,14 min. per ep.,Fall 2007
Himitsukessha Taka no Tsume: Christmas Daisakusen,"Action,Fantasy,Supernatural",17298,15506,6.45,1,9 min.,Fall 2007
Hello WeGo!,"Action,Fantasy,Supernatural",17242,13313,6.45,1,23 min.,Fall 2007
Himitsukessha Taka no Tsume The Movie II: Watashi wo Aishita Kuro Oolong-Cha,"Action,Fantasy,Supernatural",17296,13928,6.45,1,1 hr. 30 min.,Fall 2007
Himitsukessha Taka no Tsume The Planetarium: Burabura! Black Hole no Nazo,"Adventure,Comedy",17297,14805,6.45,1,25 min.,Fall 2007
Hong Mao Lan Tu: Huo Feng Huang,"Adventure,Comedy",17349,18185,6.45,1,1 hr. 28 min.,Fall 2007
Hong Mao Lan Tu: Haidi Lixian Ji,"Adventure,Comedy",17348,18369,6.45,52,17 min. per ep.,Fall 2007
Hong Mao Lan Tu: Kaixin Yike,"Adventure,Comedy",17350,18349,6.45,96,6 min. per ep.,Fall 2007
Henkei Sakuhin Dai 5-ban: Rembrandt no Shudai ni yoru Henkei Kaitai to Saikousei,"Adventure,Comedy",17245,18720,6.45,1,28 min.,Fall 2007
Hong Mao Lan Tu: Guangming Jian,"Adventure,Comedy",17347,18481,6.45,79,17 min. per ep.,Fall 2007
Henteko na Volunteer,"Drama,Slice of Life",17248,17630,6.45,1,46 min.,Fall 2007
Hong Mao Lan Tu: A Muxing,"Drama,Slice of Life",17344,18296,6.45,30,16 min. per ep.,Fall 2007
Hong Mao Lan Tu MTV,"Drama,Slice of Life",17343,19683,6.45,65,2 min. per ep.,Fall 2007
Hong Mao Lan Tu: Chuang Taikong,"Drama,Slice of Life",17346,18414,6.45,11,10 min. per ep.,Fall 2007
Himitsukessha Taka no Tsume: Teikyou Kakutoku Daisakusen - Sakusen Kaigi,"Drama,Slice of Life",17299,15697,6.45,12,1 min. per ep.,Fall 2007
Hendo Garden,"Drama,Slice of Life",17244,16823,6.45,1,2 min.,Fall 2007
Hong Ling Jin,"Drama,Slice of Life",17340,19090,6.45,1,20 min.,Fall 2007
Hong Lou Meng,"Drama,Slice of Life",17341,19681,6.45,108,12 min. per ep.,Fall 2007
Hong Huang,"Adventure,Sci-Fi",17337,17617,6.45,13,19 min. per ep.,Fall 2007
Hong Lou Meng (ONA),"Adventure,Sci-Fi",17342,19682,6.45,16,6 min. per ep.,Fall 2007
Hong Gildong Janggun,"Action,Adventure",17334,18184,6.45,1,1 hr. 7 min.,Fall 2007
Hong Gil Dong 2084,"Action,Adventure",17333,16781,6.45,1,1 hr. 26 min.,Fall 2007
Hong Mao Lan Tu: Ao You Guo Lixian Ji,"Action,Adventure",17345,18252,6.45,48,17 min. per ep.,Spring 2013
Hong Bizi,"Action,Adventure",17332,19353,6.45,2,20 min. per ep.,Spring 2013
Hologram Circus,"Action,Adventure",17330,19678,6.45,1,4 min.,Spring 2013
Hong Jun Qiao,"Action,Adventure",17338,19108,6.45,1,18 min.,Spring 2013
himitsukesshatakanotsume.jp,"Action,Adventure",17300,13647,6.45,78,5 min. per ep.,Spring 2013
Hong Kil-dong,"Adventure,Fantasy",17339,14452,6.45,1,1 hr. 10 min.,Spring 2013
Housenka,"Adventure,Fantasy",17398,18600,6.45,1,13 min.,Spring 2013
Hong Haier: Juezhan Huoyanshan,"Action,Adventure,Comedy,Fantasy",17336,16402,6.45,1,1 hr. 31 min.,Spring 2013
Houkiboshi (2012),"Action,Adventure,Comedy,Fantasy",17397,18141,6.45,1,2 min.,Spring 2013
Houkago no Thesaurus,"Action,Adventure,Comedy,Fantasy",17395,17223,6.45,2,4 min. per ep.,Spring 2013
Houkago Midnighters: Short Movies Season 2,"Action,Adventure,Comedy,Fantasy",17394,16782,6.45,1,30 min.,Spring 2013
Houzi Diao Yu,"Action,Adventure,Comedy,Fantasy",17400,19110,6.45,1,16 min.,Spring 2013
Hou Wang Chuan,"Adventure,Fantasy",17391,19688,6.45,52,22 min. per ep.,Spring 2013
Houkago Kappa,"Adventure,Fantasy",17393,18715,6.45,1,1 min.,Spring 2013
Hotaru no Mau Machi de,"Adventure,Fantasy",17389,17446,6.45,1,42 min.,Spring 2013
Honeycomb Summer,"Adventure,Fantasy",17331,19679,6.45,1,2 min.,Spring 2013
Houzi Dian Bianpao,"Adventure,Fantasy",17399,19109,6.45,1,6 min.,Spring 2013
Hotaru wa Inakatta,"Adventure,Fantasy",17390,18196,6.45,1,3 min.,Spring 2013
Hong Haier Chuanqi,"Adventure,Fantasy",17335,19680,6.45,26,21 min. per ep.,Spring 2013
Huli Fen Bing,"Adventure,Fantasy",17447,19699,6.45,1,9 min.,Spring 2013
Hulaing Babies Petit,"Comedy,Slice of Life",17446,12001,6.45,12,1 min. per ep.,Winter 2020
Houkago,"Comedy,Slice of Life",17392,18422,6.45,1,Unknown,Winter 2020
I'm Here,"Comedy,Slice of Life",17498,16831,6.45,1,6 min.,Winter 2020
Houkago Pilot,"Comedy,Slice of Life",17396,17381,6.45,1,2 min.,Winter 2020
I-O Data x Taka no Tsume,"Comedy,Slice of Life",17499,15153,6.45,1,4 min.,Winter 2020
Inamura no Hi (1989),"Comedy,Slice of Life",17549,17477,6.45,1,16 min.,Winter 2020
Ibitsu,"Comedy,Slice of Life",17500,17476,6.45,1,3 min.,Winter 2020
Inemuri Buu-chan,"Comedy,Slice of Life",17550,16616,6.45,1,11 min.,Winter 2020
Jam the Housnail,"Comedy,Slice of Life",17599,15605,6.45,15,5 min. per ep.,Summer 1996
Huli Lie Na,"Comedy,Slice of Life",17448,19700,6.45,1,1 hr. 17 min.,Summer 1996
Huli Song Putao,"Comedy,Slice of Life",17449,19177,6.45,1,18 min.,Summer 1996
Inamura no Hi,"Comedy,Slice of Life",17548,18458,6.45,1,21 min.,Summer 1996
Hulu Xiang Dingdang,"Comedy,Slice of Life",17450,19701,6.45,52,8 min. per ep.,Summer 1996
Jim Button,"Adventure,Fantasy",17649,13930,6.45,26,23 min. per ep.,Fall 1974
I Wanna Be Your Friend,"Adventure,Fantasy",17496,17834,6.45,1,4 min.,Fall 1974
Jiligulu He Baba Mao,"Adventure,Fantasy",17648,19180,6.45,108,6 min. per ep.,Fall 1974
I'll Take You Anywhere,"Adventure,Fantasy",17497,17548,6.45,1,3 min.,Fall 1974
Jikan wo Sutete,"Adventure,Fantasy",17647,18016,6.45,1,3 min.,Fall 1974
Jii Coro Comic,"Comedy,Sci-Fi",17645,16784,6.45,1,4 min.,Fall 1974
Jigueseo Chikyuu no Sora no Shita de,"Comedy,Sci-Fi",17644,18080,6.45,1,4 min.,Fall 1974
Jigoku Koushien,"Comedy,Horror,Sports",17642,15761,6.45,1,41 min.,Fall 1974
Jangdokdae,"Comedy,Horror,Sports",17600,16761,6.45,1,1 hr. 21 min.,Fall 1974
Jah Jhaka,"Comedy,Horror,Sports",17597,16953,6.45,1,3 min.,Fall 1974
Jidian Xiao Xinshi,"Comedy,Horror,Sports",17639,19730,6.45,36,11 min. per ep.,Fall 1974
Jie Jie Xiong Yu Di Di Niao,"Comedy,Horror,Sports",17641,19054,6.45,26,12 min. per ep.,Fall 1974
Jo Uta,"Comedy,Horror,Sports",17699,17280,6.45,1,4 min.,Fall 1974
Jidou Bungaku Library,"Drama,Fantasy,Romance,Supernatural",17640,16445,6.45,6,17 min. per ep.,Fall 1974
JMAF23th,"Drama,Fantasy,Romance,Supernatural",17698,18120,6.45,1,1 min.,Fall 1974
Jizhi de Shanyang,"Drama,Fantasy,Romance,Supernatural",17697,18716,6.45,1,9 min.,Fall 1974
Jiyi U-Pan,"Drama,Fantasy,Romance,Supernatural",17695,18545,6.45,15,18 min. per ep.,Fall 1974
Jiyuantai Qihao,"Drama,Romance",17696,16314,6.45,1,2 hr. 4 min.,Fall 1974
Jiu Ye Shen Chuan,"Action,Adventure,Fantasy",17693,14593,6.45,13,21 min. per ep.,Fall 1974
Jiutian Xing Dai Ni Wan Zhuan Xiqu,"Action,Adventure,Fantasy",17694,19261,6.45,30,12 min. per ep.,Fall 1974
Jiiji no e Tegami: Grandfather's Letter,"Action,Adventure,Fantasy",17646,17769,6.45,1,2 min.,Fall 1974
